"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Status"
"ENSMUSG00000000275.17",158.597659251456,0.0124767599681634,0.492767788268764,0.0253197556033398,0.979799916289209,0.998810412975416,"Não Significativo"
"ENSMUSG00000000276.12",58.2495868491126,-0.537191758302715,0.645295247140737,-0.832474376160336,0.405141235694701,0.998031491301746,"Não Significativo"
"ENSMUSG00000000278.11",73.2090047668451,-0.407264769772806,0.576243333014601,-0.706758319687988,0.479716680439449,0.998031491301746,"Não Significativo"
"ENSMUSG00000000282.13",38.7544618430199,0.135986408257436,0.629664651338224,0.2159664004775,0.829013938048699,0.998031491301746,"Não Significativo"
"ENSMUSG00000000290.14",4038.01104389728,-0.124036308398277,0.163106593596608,-0.760461644518437,0.446978687671397,0.998031491301746,"Não Significativo"
"ENSMUSG00000000295.14",201.959352896618,0.179327689979874,0.357947556859865,0.500988724585931,0.616379058333517,0.998031491301746,"Não Significativo"
"ENSMUSG00000000301.17",10.7992548440899,-1.50405115159869,1.63163999895896,-0.921803309895764,0.356631180670555,0.998031491301746,"Não Significativo"
"ENSMUSG00000000326.14",1042.67560090495,0.609734886314753,0.462787617492428,1.31752636256464,0.187662250380839,0.998031491301746,"Não Significativo"
"ENSMUSG00000000339.15",260.551459012004,-0.0928653838083722,0.307975156415813,-0.301535308526607,0.763006329809607,0.998031491301746,"Não Significativo"
"ENSMUSG00000000340.11",82.6768594913417,-0.329782456121418,0.586296801398573,-0.562483805701726,0.57378643418938,0.998031491301746,"Não Significativo"
"ENSMUSG00000000346.10",2704.24005662676,0.24392600845285,0.170430083426836,1.43123798069116,0.152362021759657,0.998031491301746,"Não Significativo"
"ENSMUSG00000000355.14",303.424216886412,0.292138438788503,0.257636874263848,1.13391547550496,0.25683000498109,0.998031491301746,"Não Significativo"
"ENSMUSG00000000374.9",74.4178585528445,0.0743628095705783,0.493697403447011,0.150624267114582,0.880272117403294,0.998031491301746,"Não Significativo"
"ENSMUSG00000000378.16",1766.39436745212,0.193370676581567,0.190061632768754,1.0174103724387,0.308958249728722,0.998031491301746,"Não Significativo"
"ENSMUSG00000000384.16",273.417866536733,0.0514966732392312,0.30157690227152,0.170758015124338,0.864414043194368,0.998031491301746,"Não Significativo"
"ENSMUSG00000000386.19",26.0085742796165,0.39584552874834,1.19935853621935,0.330047701995881,0.741363918709768,0.998031491301746,"Não Significativo"
"ENSMUSG00000000399.11",887.777139540424,0.0831358277926572,0.220509158882635,0.377017572485078,0.706160545944502,0.998031491301746,"Não Significativo"
"ENSMUSG00000000409.15",10971.202770875,-0.0400356029827133,0.246883601512856,-0.162163881024834,0.871176802043898,0.998031491301746,"Não Significativo"
"ENSMUSG00000000420.16",168.051038007219,0.0454112781394605,0.293685095977852,0.154625749693764,0.877116368821067,0.998031491301746,"Não Significativo"
"ENSMUSG00000000439.10",238.533463428146,0.356609468575384,0.520092700753764,0.685665205565381,0.492924252787768,0.998031491301746,"Não Significativo"
"ENSMUSG00000000441.18",617.922161978828,-0.682739433660103,0.3353853295258,-2.03568663729396,0.041781831762116,0.998031491301746,"Não Significativo"
"ENSMUSG00000000486.14",2826.07225972397,-0.116527319953494,0.670919629282644,-0.173682979104496,0.862114614915174,0.998031491301746,"Não Significativo"
"ENSMUSG00000000489.8",4.0036539484491,1.27373057192908,2.44268027341863,0.521447929878451,0.602054769827484,0.998031491301746,"Não Significativo"
"ENSMUSG00000000530.17",162.554914017853,0.135306442578743,0.533761469805736,0.253496084361405,0.799884886604569,0.998031491301746,"Não Significativo"
"ENSMUSG00000000532.12",41.6041874823989,0.135001781205711,0.757674351985385,0.178179162132064,0.858582274066723,0.998031491301746,"Não Significativo"
"ENSMUSG00000000538.19",95.8904625098568,0.174028645457396,0.627156814139026,0.277488247809769,0.781405228546318,0.998031491301746,"Não Significativo"
"ENSMUSG00000000555.9",32.3412083698824,1.41956164803568,1.2101717236391,1.17302496852838,0.240785793079871,0.998031491301746,"Não Significativo"
"ENSMUSG00000000561.15",291.500932505686,-0.205880366995875,0.442878943370877,-0.464868267226391,0.642025796303952,0.998031491301746,"Não Significativo"
"ENSMUSG00000000563.18",1827.82534295063,0.255439979782632,0.22681943947676,1.12618204317891,0.260088472599271,0.998031491301746,"Não Significativo"
"ENSMUSG00000000568.16",191.426120566895,0.314175024117028,0.375713732856029,0.836208518993418,0.403037606709166,0.998031491301746,"Não Significativo"
"ENSMUSG00000000579.15",38.3403213414956,0.596243511721254,0.577176788252789,1.03303445990298,0.301587772498634,0.998031491301746,"Não Significativo"
"ENSMUSG00000000581.9",249.871516900313,0.127015967968239,0.317250670281162,0.400364695386369,0.688887923534513,0.998031491301746,"Não Significativo"
"ENSMUSG00000000594.8",1543.84324996689,0.159244827778058,0.221822899957419,0.717891740702273,0.472824040852269,0.998031491301746,"Não Significativo"
"ENSMUSG00000000600.16",235.021663420959,-0.167912433003597,0.31005549450709,-0.541556063280013,0.588124366333635,0.998031491301746,"Não Significativo"
"ENSMUSG00000000605.10",680.794046260119,-0.0982266133044552,0.222978674600939,-0.440520213335422,0.659560375665503,0.998031491301746,"Não Significativo"
"ENSMUSG00000000617.15",11.6199016401591,1.34658255519281,1.16995106729894,1.15097339780343,0.2497431798247,0.998031491301746,"Não Significativo"
"ENSMUSG00000000627.16",88.1287716296742,-0.371295756495728,0.531751758113498,-0.698250171871511,0.485020754855873,0.998031491301746,"Não Significativo"
"ENSMUSG00000000631.21",249.427687065237,0.452761266782278,0.69594748012477,0.650568153075439,0.515325293909896,0.998031491301746,"Não Significativo"
"ENSMUSG00000000673.10",10.8059818689238,0.132322582293452,2.13546809119578,0.0619642048687118,0.950591337576872,0.998031491301746,"Não Significativo"
"ENSMUSG00000000682.8",7558.81193363525,0.224076005895356,0.213007203284379,1.05196445209507,0.292815859274233,0.998031491301746,"Não Significativo"
"ENSMUSG00000000686.12",26.0822032633648,-2.44122972031083,1.40506440783636,-1.73745040205669,0.0823077013454493,0.998031491301746,"Não Significativo"
"ENSMUSG00000000708.15",117.828289004596,-0.472122030103254,0.72428593334467,-0.651844814827547,0.514501288076006,0.998031491301746,"Não Significativo"
"ENSMUSG00000000711.4",298.382299014122,-0.438390399044576,0.385689071485316,-1.13664200376823,0.255687973211664,0.998031491301746,"Não Significativo"
"ENSMUSG00000000732.10",19.6292919037388,0.332172045297283,0.892721958458896,0.372089027439978,0.709826565602978,0.998031491301746,"Não Significativo"
"ENSMUSG00000000738.19",448.320316862462,0.138238293146199,0.367200901972719,0.376465015209764,0.706571219540617,0.998031491301746,"Não Significativo"
"ENSMUSG00000000740.13",33125.1979555703,0.16792730937133,0.14802439082449,1.13445702046792,0.256602892472925,0.998031491301746,"Não Significativo"
"ENSMUSG00000000743.10",1505.17614061599,1.65967981512592,0.470649177109139,3.52636293835707,0.000421309173956591,0.179430895975068,"Não Significativo"
"ENSMUSG00000000751.14",1451.31740278575,-0.227894163137512,0.206118699279568,-1.10564526136665,0.268880091154046,0.998031491301746,"Não Significativo"
"ENSMUSG00000000759.15",193.43017714396,0.232416684204112,0.602147354390032,0.385979748162387,0.699511667453516,0.998031491301746,"Não Significativo"
"ENSMUSG00000000776.14",112.819348944717,-0.588546392118792,0.486964350643103,-1.2086026242815,0.226815547723216,0.998031491301746,"Não Significativo"
"ENSMUSG00000000782.17",3524.53804968672,-0.101679633066278,0.156863897332577,-0.648202899426247,0.516853726866449,0.998031491301746,"Não Significativo"
"ENSMUSG00000000787.13",519.37307838517,0.0519089057873717,0.444566297855744,0.116763025082516,0.907047844981572,0.998031491301746,"Não Significativo"
"ENSMUSG00000000791.10",137.263042014142,-0.98736539032181,0.671726229534189,-1.46989256472314,0.141590853634982,0.998031491301746,"Não Significativo"
"ENSMUSG00000000804.15",52.8623049868325,-0.375794683239944,0.886849268665953,-0.423741323940239,0.671754474339448,0.998031491301746,"Não Significativo"
"ENSMUSG00000000811.15",37.5910739546716,0.751260455306857,0.773242100465341,0.971572105107501,0.331263465505741,0.998031491301746,"Não Significativo"
"ENSMUSG00000000817.11",57.3483382056629,-0.16962260177281,0.671924634107698,-0.252442897852771,0.800698745855007,0.998031491301746,"Não Significativo"
"ENSMUSG00000000823.17",121.908478273534,-0.383480028242294,0.516977091771616,-0.741773734940858,0.458224436570717,0.998031491301746,"Não Significativo"
"ENSMUSG00000000826.17",556.733166034938,0.38264611756588,0.396542481365101,0.964956178840202,0.334566761057408,0.998031491301746,"Não Significativo"
"ENSMUSG00000000827.19",413.815376285414,-0.0793354603746197,0.21796757633813,-0.363978265517563,0.715874239433957,0.998031491301746,"Não Significativo"
"ENSMUSG00000000838.18",67.8724690531156,0.42579444237955,0.448663513376561,0.949028458265074,0.342606138376765,0.998031491301746,"Não Significativo"
"ENSMUSG00000000861.16",7.91380747146549,1.76459173944135,1.74517693526343,1.01112483427074,0.311956685594989,0.998031491301746,"Não Significativo"
"ENSMUSG00000000876.12",161.870126340723,0.640047411979256,0.457069794183674,1.4003275213633,0.161415263064345,0.998031491301746,"Não Significativo"
"ENSMUSG00000000881.13",30.1313842393599,2.72050498102753,0.961684380249935,2.82889587987328,0.00467088924297676,0.546537332143976,"Não Significativo"
"ENSMUSG00000000884.18",104.781302654057,0.0511200674796275,0.432424571994953,0.118217304913524,0.905895478765562,0.998031491301746,"Não Significativo"
"ENSMUSG00000000901.18",35.3659587225093,-0.758303397848195,1.0504445379589,-0.721888086849063,0.470363286222069,0.998031491301746,"Não Significativo"
"ENSMUSG00000000902.14",592.201754599755,0.268597108709833,0.264775458531169,1.01443355135655,0.310375921492545,0.998031491301746,"Não Significativo"
"ENSMUSG00000000915.16",199.303078638543,0.0985746349984754,0.738739122589991,0.133436326822487,0.893848317621875,0.998031491301746,"Não Significativo"
"ENSMUSG00000000916.16",264.093366309704,0.0350301653302674,0.418426826014935,0.083718736831221,0.933280059605446,0.998031491301746,"Não Significativo"
"ENSMUSG00000000934.10",91.608923577267,-0.825014821572428,0.57584309597909,-1.4327076721649,0.151941396032133,0.998031491301746,"Não Significativo"
"ENSMUSG00000000948.17",7.3506865222157,0.861482624749961,1.59182577187682,0.541191529858349,0.588375575038894,0.998031491301746,"Não Significativo"
"ENSMUSG00000000957.12",26.6950002455381,0.0655639323965616,1.17778444901232,0.0556671744575527,0.95560694992446,0.998031491301746,"Não Significativo"
"ENSMUSG00000000958.11",6.40927412178968,-0.750064427653081,1.97447615320527,-0.379880216043866,0.704034333735148,0.998031491301746,"Não Significativo"
"ENSMUSG00000000959.8",437.245643083601,0.126145817667012,0.322329028044644,0.391357298572377,0.695533151115969,0.998031491301746,"Não Significativo"
"ENSMUSG00000000976.14",192.645989889447,0.0253956260447538,0.565997736120719,0.0448687767177522,0.964211904339021,0.998031491301746,"Não Significativo"
"ENSMUSG00000001014.7",8.89295313429822,0.631001453839166,1.50718520348275,0.418662187222294,0.675463034162648,0.998031491301746,"Não Significativo"
"ENSMUSG00000001016.13",598.244555950715,0.0169160937439001,0.214541044522519,0.0788478203858308,0.937153667250446,0.998031491301746,"Não Significativo"
"ENSMUSG00000001017.17",861.735669174638,0.0785948601767747,0.226364695252351,0.347204585455154,0.728437626186229,0.998031491301746,"Não Significativo"
"ENSMUSG00000001018.16",384.844069661402,-0.0878941270638457,0.315817887447559,-0.278306361220405,0.780777193396158,0.998031491301746,"Não Significativo"
"ENSMUSG00000001020.9",202.807143353373,0.837930619125184,0.622918281874759,1.34516941227558,0.178570531628459,0.998031491301746,"Não Significativo"
"ENSMUSG00000001025.9",457.26570938861,0.167292163317143,0.444430081591802,0.376419531994679,0.706605027545769,0.998031491301746,"Não Significativo"
"ENSMUSG00000001029.16",653.015749655367,0.280605516680368,0.284521167469694,0.986237752276399,0.324016457642816,0.998031491301746,"Não Significativo"
"ENSMUSG00000001034.18",144.44261230439,-0.30725634400924,0.508002470732346,-0.604832381162031,0.545290375768707,0.998031491301746,"Não Significativo"
"ENSMUSG00000001052.16",242.823076495785,0.357031622120128,0.459185193862319,0.777532958144944,0.436844397403581,0.998031491301746,"Não Significativo"
"ENSMUSG00000001053.16",57.2141416671708,0.0502127234476648,0.666618788822507,0.0753244947331275,0.93995653286226,0.998031491301746,"Não Significativo"
"ENSMUSG00000001054.10",565.763532312759,-0.191793620573034,0.287197579078296,-0.667810714799748,0.504254426132538,0.998031491301746,"Não Significativo"
"ENSMUSG00000001056.4",478.144932642315,0.434816905125436,0.229011772192447,1.89866617319586,0.0576083818322592,0.998031491301746,"Não Significativo"
"ENSMUSG00000001062.19",106.661634896124,-0.18469421008911,0.572399884262558,-0.322666400128744,0.746947900946892,0.998031491301746,"Não Significativo"
"ENSMUSG00000001082.13",289.317168180981,-0.0628015795877054,0.638365029712679,-0.0983787906050738,0.921631515618147,0.998031491301746,"Não Significativo"
"ENSMUSG00000001089.15",35.1115455265561,3.87622395191854,1.22613789542075,3.16132791131818,0.00157051588092079,0.306090883300139,"Não Significativo"
"ENSMUSG00000001098.16",703.37302938186,-0.389516680849282,0.317215825609497,-1.22792322892739,0.219475788615002,0.998031491301746,"Não Significativo"
"ENSMUSG00000001100.11",293.432122155237,-0.0674924762981923,0.283765796854547,-0.237845706023505,0.812000767406096,0.998031491301746,"Não Significativo"
"ENSMUSG00000001105.16",325.990528950904,0.243082748311551,0.329215317513158,0.73837010424594,0.460289576361199,0.998031491301746,"Não Significativo"
"ENSMUSG00000001120.16",68.243971309944,0.767097223067843,0.643500994626524,1.19206843419574,0.233234412913126,0.998031491301746,"Não Significativo"
"ENSMUSG00000001123.16",1589.87075942187,0.199877278522963,0.219042696889317,0.912503732657936,0.361503605501389,0.998031491301746,"Não Significativo"
"ENSMUSG00000001127.13",687.328828916349,-0.125009576347314,0.207949607998791,-0.601153219524419,0.547737939269245,0.998031491301746,"Não Significativo"
"ENSMUSG00000001128.8",28.1216979419321,0.138218067693537,0.854941199983208,0.161669677044751,0.871565984574105,0.998031491301746,"Não Significativo"
"ENSMUSG00000001134.10",113.556163374347,0.862706426784937,0.44184983185342,1.95248784675589,0.0508803124600327,0.998031491301746,"Não Significativo"
"ENSMUSG00000001138.14",80.1561655980192,0.686310749063588,0.514989698429051,1.33266888863436,0.182640487257966,0.998031491301746,"Não Significativo"
"ENSMUSG00000001143.14",131.530581674265,-0.334281238818787,0.682810405651727,-0.489566702633541,0.624440543313469,0.998031491301746,"Não Significativo"
"ENSMUSG00000001150.8",163.788202819629,-0.764085680511653,0.518218196810451,-1.47444780058762,0.140361062379435,0.998031491301746,"Não Significativo"
"ENSMUSG00000001151.11",361.71252352461,-1.05997081398384,0.442633509590302,-2.39469175066512,0.0166343431279267,0.794281882899005,"Não Significativo"
"ENSMUSG00000001156.10",229.867908425891,0.232927642019951,0.559157166814064,0.416569179193596,0.676993556917157,0.998031491301746,"Não Significativo"
"ENSMUSG00000001157.14",310.750666825067,-0.428034721441483,0.419133532214825,-1.02123712025526,0.307142109438271,0.998031491301746,"Não Significativo"
"ENSMUSG00000001158.14",187.806487684977,0.46107784303428,0.437421833878747,1.05408054039225,0.291846044596539,0.998031491301746,"Não Significativo"
"ENSMUSG00000001166.18",106.926192588762,-0.78972133259048,0.821502881685233,-0.961312918307046,0.336394854445988,0.998031491301746,"Não Significativo"
"ENSMUSG00000001173.16",35.5281070002333,0.476974208455168,0.895426958905579,0.532677962966563,0.594256523389564,0.998031491301746,"Não Significativo"
"ENSMUSG00000001175.17",7626.78224468262,0.00869169540119796,0.172945039818309,0.0502569799650177,0.959917605434928,0.998031491301746,"Não Significativo"
"ENSMUSG00000001211.16",602.07499021496,0.0996342643414023,0.331950534942329,0.300147925228414,0.76406432436668,0.998031491301746,"Não Significativo"
"ENSMUSG00000001228.15",50.2924272766599,-0.419049554769916,0.652574034367168,-0.642148679998107,0.52077665093315,0.998031491301746,"Não Significativo"
"ENSMUSG00000001229.10",321.735735009023,-0.39385194957476,0.459520350528187,-0.857093595794082,0.391393160229246,0.998031491301746,"Não Significativo"
"ENSMUSG00000001240.14",18.3770239662627,1.02189845720452,1.35735517114682,0.752860031719716,0.451534027990924,0.998031491301746,"Não Significativo"
"ENSMUSG00000001247.17",28.4287018639915,-0.909324590428959,1.25060650220482,-0.727106878803058,0.467160485170453,0.998031491301746,"Não Significativo"
"ENSMUSG00000001248.16",2156.60523904034,0.0259358240047276,0.371755942942621,0.0697657280188541,0.944380125764615,0.998031491301746,"Não Significativo"
"ENSMUSG00000001249.15",6.99109135586706,1.59903429932431,2.24595851447387,0.711960745944095,0.476489084018256,0.998031491301746,"Não Significativo"
"ENSMUSG00000001270.10",268.810627051667,-0.383030311669181,0.399216729038526,-0.959454561414979,0.337329799869688,0.998031491301746,"Não Significativo"
"ENSMUSG00000001280.14",176.43765856097,-0.122541801261323,0.426740231136015,-0.287157835892592,0.773991469360767,0.998031491301746,"Não Significativo"
"ENSMUSG00000001281.11",7930.81943577673,-0.170147389837001,0.222659300088013,-0.764160265345957,0.444771742214168,0.998031491301746,"Não Significativo"
"ENSMUSG00000001285.13",311.86851571679,-0.273149087511925,0.280227793236822,-0.974739458769836,0.329689514582818,0.998031491301746,"Não Significativo"
"ENSMUSG00000001288.16",133.988929291081,-0.158920911138275,0.376389824501298,-0.422224249417048,0.672861343190421,0.998031491301746,"Não Significativo"
"ENSMUSG00000001289.13",2484.60409964999,-0.14475939025718,0.142124471894069,-1.01853951207696,0.308421633383966,0.998031491301746,"Não Significativo"
"ENSMUSG00000001305.6",269.828058478941,0.406825029666969,0.324882686837692,1.25222132834125,0.210489226334557,0.998031491301746,"Não Significativo"
"ENSMUSG00000001323.18",52.418427276487,1.32190144476235,0.79730614506268,1.65795968455558,0.0973256039666453,0.998031491301746,"Não Significativo"
"ENSMUSG00000001348.16",1472.73141909947,0.360928507522362,0.220800115558022,1.63463912421512,0.102124720890608,0.998031491301746,"Não Significativo"
"ENSMUSG00000001366.15",354.508374170842,0.165352712229152,0.258041988393628,0.64079769830682,0.521654128563291,0.998031491301746,"Não Significativo"
"ENSMUSG00000001376.18",79.6693577635744,-1.2431603126234,0.636907274290727,-1.95187017452078,0.0509536201269705,0.998031491301746,"Não Significativo"
"ENSMUSG00000001380.8",498.722431415516,0.0300543642725079,0.300101045281977,0.100147482806228,0.920227238958498,0.998031491301746,"Não Significativo"
"ENSMUSG00000001383.10",289.991131732739,0.104761909935862,0.401632275320427,0.260840366607195,0.794215613636472,0.998031491301746,"Não Significativo"
"ENSMUSG00000001403.14",15.153593287922,-0.632935533374097,1.04343739641145,-0.606586974504522,0.544125046622999,0.998031491301746,"Não Significativo"
"ENSMUSG00000001415.11",300.94737888665,0.128094041950738,0.533361838471593,0.240163492607205,0.810203514189557,0.998031491301746,"Não Significativo"
"ENSMUSG00000001416.14",1560.37782027452,0.223532761385445,0.251080626617182,0.890282792412576,0.373314058439206,0.998031491301746,"Não Significativo"
"ENSMUSG00000001418.14",880.235940832773,0.0502713006994155,0.26355469866334,0.190743329389969,0.848726689927721,0.998031491301746,"Não Significativo"
"ENSMUSG00000001419.18",191.642736618919,-0.157418294291788,0.482133841618751,-0.326503308216781,0.744043586732528,0.998031491301746,"Não Significativo"
"ENSMUSG00000001424.15",754.418387829268,-1.35826888155882,0.854661048141328,-1.58924860857144,0.112004276187044,0.998031491301746,"Não Significativo"
"ENSMUSG00000001436.16",198.992972580335,0.0366813460845588,0.481361610077812,0.0762033060314662,0.939257352506917,0.998031491301746,"Não Significativo"
"ENSMUSG00000001440.6",375.596379185505,-0.0514702909580986,0.4019757159899,-0.128043284483861,0.898114718878292,0.998031491301746,"Não Significativo"
"ENSMUSG00000001441.14",277.161867255578,-0.19530806866684,0.445257565166853,-0.438640651941874,0.660921936206501,0.998031491301746,"Não Significativo"
"ENSMUSG00000001444.3",77.1302377215299,-0.196171061084631,0.552370273254963,-0.355144131722821,0.722481616398363,0.998031491301746,"Não Significativo"
"ENSMUSG00000001445.11",460.125522346272,0.328564083048186,0.283490936952324,1.15899325241371,0.24645893547453,0.998031491301746,"Não Significativo"
"ENSMUSG00000001467.6",249.781103433028,-0.240863676639874,0.513187295536306,-0.469348479073628,0.638820568357449,0.998031491301746,"Não Significativo"
"ENSMUSG00000001472.18",1507.60285171085,-0.788512424283038,0.7041502818899,-1.11980701359192,0.262796009871963,0.998031491301746,"Não Significativo"
"ENSMUSG00000001473.8",8.43774968170333,-1.52502364768414,1.62634912318754,-0.937697586539839,0.348399844482505,0.998031491301746,"Não Significativo"
"ENSMUSG00000001482.16",99.6830256655555,0.0543344039359564,0.540502746047835,0.100525676017838,0.919926999565312,0.998031491301746,"Não Significativo"
"ENSMUSG00000001507.17",8.12052545400054,0.0695614789761757,1.40226514561751,0.0496065092921805,0.960435959355402,0.998031491301746,"Não Significativo"
"ENSMUSG00000001518.13",107.75241955476,0.340895139412046,0.552458786828669,0.617050805488893,0.537201215421108,0.998031491301746,"Não Significativo"
"ENSMUSG00000001520.13",13.5967341977708,-0.384046810572803,1.0643785902796,-0.360817865071785,0.718235606814752,0.998031491301746,"Não Significativo"
"ENSMUSG00000001521.13",24.467774173544,-0.363918167232459,0.885039196273174,-0.41118875724927,0.680934131504434,0.998031491301746,"Não Significativo"
"ENSMUSG00000001524.15",151.118908566545,-0.659198099047483,0.541956562103312,-1.21633013629203,0.223859185882315,0.998031491301746,"Não Significativo"
"ENSMUSG00000001525.11",3248.8733438944,0.029496046644847,0.207024223842415,0.142476305899831,0.886703793584,0.998031491301746,"Não Significativo"
"ENSMUSG00000001542.8",16.6239558789486,-3.24590568690037,1.4064125433712,-2.30793283393211,0.0210028725159151,0.821438776094253,"Não Significativo"
"ENSMUSG00000001552.15",15.2100899552126,0.160092542419631,1.27241970443676,0.125817402749588,0.899876465843039,0.998031491301746,"Não Significativo"
"ENSMUSG00000001569.11",325.303593489847,-0.596155004119192,0.932105818915701,-0.639578674460681,0.52244655037863,0.998031491301746,"Não Significativo"
"ENSMUSG00000001576.16",219.823133310732,0.0605735354767194,0.418820497248588,0.144628870541564,0.885003901492688,0.998031491301746,"Não Significativo"
"ENSMUSG00000001588.13",2036.44885409578,-0.145413116094028,0.232324513274636,-0.625905179115267,0.531377137285476,0.998031491301746,"Não Significativo"
"ENSMUSG00000001627.13",320.384660796381,0.252040195217676,0.26463272276565,0.952415077710832,0.340886515736505,0.998031491301746,"Não Significativo"
"ENSMUSG00000001630.14",43.7945370596556,0.585862879244249,0.76642408184676,0.76441084397109,0.444622448562082,0.998031491301746,"Não Significativo"
"ENSMUSG00000001632.17",217.427752542714,-0.264255573267179,0.52756739587119,-0.500894436114279,0.616445418458183,0.998031491301746,"Não Significativo"
"ENSMUSG00000001642.19",2146.51139246507,0.225718004069102,0.164563270022671,1.37161836926311,0.170182272330727,0.998031491301746,"Não Significativo"
"ENSMUSG00000001665.12",18.9974563266556,0.0840632866454822,0.977491106941048,0.0859990296060586,0.931467188631711,0.998031491301746,"Não Significativo"
"ENSMUSG00000001666.9",269.841316415194,-0.138476922934384,0.331516300949046,-0.417707734244017,0.676160816812307,0.998031491301746,"Não Significativo"
"ENSMUSG00000001674.12",470.824399834235,0.303904037773589,0.510435994796798,0.595381283591829,0.551588633474443,0.998031491301746,"Não Significativo"
"ENSMUSG00000001687.16",308.332474470387,-0.408518123146215,0.42985079398935,-0.950371917089761,0.341923308192505,0.998031491301746,"Não Significativo"
"ENSMUSG00000001700.11",729.533789333252,0.109835219240009,0.285045635332666,0.385325034399576,0.699996616043594,0.998031491301746,"Não Significativo"
"ENSMUSG00000001707.9",207.461437706741,0.295869899979957,0.442825986274715,0.66814032859492,0.504044021047816,0.998031491301746,"Não Significativo"
"ENSMUSG00000001729.15",125.41501213894,0.0714936683083326,0.38486576366576,0.185762608831119,0.852630927933357,0.998031491301746,"Não Significativo"
"ENSMUSG00000001741.13",4269.7986120462,-0.144786944792806,0.258779253253817,-0.559499816821852,0.57582065620259,0.998031491301746,"Não Significativo"
"ENSMUSG00000001750.17",232.939912949501,-0.0514863594550068,0.552267648891759,-0.093227187140737,0.925723076225587,0.998031491301746,"Não Significativo"
"ENSMUSG00000001751.10",207.400495885942,-0.439655860650627,0.377396590966129,-1.16497040825174,0.244030971285063,0.998031491301746,"Não Significativo"
"ENSMUSG00000001755.13",223.891272622175,0.1768321629458,0.35207688140498,0.502254400346146,0.615488580724827,0.998031491301746,"Não Significativo"
"ENSMUSG00000001761.8",5.42629039457776,0.947652521054235,1.88515062390699,0.502693264419486,0.615179946016943,0.998031491301746,"Não Significativo"
"ENSMUSG00000001767.6",335.983809331185,0.66665062232178,0.337021032280624,1.97806830573911,0.0479210014783755,0.998031491301746,"Não Significativo"
"ENSMUSG00000001768.17",13.0220972516965,1.12664707685303,1.71582634072965,0.656620690631151,0.511424841481515,0.998031491301746,"Não Significativo"
"ENSMUSG00000001774.9",317.901752066825,-0.148863393353028,0.295803959094429,-0.503250172204444,0.61478839413304,0.998031491301746,"Não Significativo"
"ENSMUSG00000001783.4",1044.28978561526,0.240930717943305,0.168851359241653,1.42688053578825,0.153614332133318,0.998031491301746,"Não Significativo"
"ENSMUSG00000001785.14",339.588893592841,0.0751338489909412,0.289365620525412,0.259650226777175,0.795133589289516,0.998031491301746,"Não Significativo"
